,name,description
3496,La Vinya del Boter 2019,"Red wine Young Natural Organic. Winery: Amor Per La Terra. Empordà. (Catalonia) Variety: Monastrell, Cabernet Franc, Merlot and Parellada."
3497,Viña Pedrosa Crianza 2017,Red wine Crianza. 18 months in French and American oak barrels. Winery: Hermanos Pérez Pascuas. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
3498,Zorzal Nat Cool Graciano 2019,Red wine Young Organic Natural. Winery: Proyecto Zorzal. D.O. Navarra. (Navarra) Variety: Graciano
3499,Mengoba Estaladiña 2016,Red wine Barrel Respectful agriculture. 10 months in French oak barrels 500 L. Winery: Mengoba. D.O. Bierzo. (Castilla y León) Variety: Estaladina
3500,Herenza Crianza Kosher 2017,Red wine Crianza Kosher. 12 months in French and American oak barrels. Winery: Elvi Wines. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
3501,Dehesa de los Canónigos Quinta Generación 2018,Red wine Oak. Winery: Dehesa de los Canónigos. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
3502,Sa Forana 600 Metros 2018,"Red wine Young. 2 months in French oak barrels used. Winery: Sa Forana. VT Illa de Menorca. (Balearic Islands) Variety: Cabernet Sauvignon, Tempranillo, Syrah and Merlot."
3503,Filipa Pato FP Branco 2016,White wine Barrel Respectful agriculture. Winery: Filipa Pato. DOC Bairrada. (Beiras) Variety: Arinto and Bical.
3504,Tardieu-Laurent Côtes-du-Rhône Les Becs Fins Blanc 2018,"White wine. Winery: Maison Tardieu-Laurent. AOC Côtes du Rhône. (Rhone) Variety: Viognier, Roussanne, Clairette, Marsanne and Garnacha Blanca."
3505,Mara Martín 2019,White wine Young. Winery: Martín Códax. D.O. Monterrei. (Galicia) Variety: Godello
3506,Les Héritiers du Comte Lafon Mâcon Clos du Four 2016,White wine Barrel Organic Biodinámico. Winery: Les Héritiers du Comte Lafon. AOC Mâcon. (Burgundy) Variety: Chardonnay
3507,La Gutina Glu Glu 2019,Red wine Young Organic Natural. Winery: la Gutina. Empordà. (Catalonia) Variety: Garnacha Tinta
3508,El Novio Perfecto 2019,White wine Young. Winery: Compañía vitivinícola del Mediterráneo. D.O. Utiel-Requena. (Valencia) Variety: Moscatel de Alejandría and Viura.
3509,Cascina Fontana Barolo 2015,Red wine Barrel Respectful agriculture. Winery: Cascina Fontana. DOCG Barolo. (Piamonte) Variety: Nebbiolo
3510,Cascina Fontana Castiglione Falletto Barolo 2015,Red wine Barrel Respectful agriculture. Winery: Cascina Fontana. DOCG Barolo. (Piamonte) Variety: Nebbiolo
3511,Cascina Fontana Langhe Nebbiolo 2017,Red wine Barrel Respectful agriculture. Winery: Cascina Fontana. DOC Langhe Nebbiolo. (Piamonte) Variety: Nebbiolo
3512,Moreau-Naudet Chablis 2017,White wine Aged on its lees Organic. Winery: Domaine Moreau-Naudet. AOC Chablis. (Burgundy) Variety: Chardonnay
3513,Patrick Jasmin Côte-Rôtie 2017,Red wine Barrel Respectful agriculture. Winery: Patrick Jasmin. AOC Côte Rôtie. (Rhone) Variety: Syrah
3514,Domaine Charvin Châteauneuf du Pape 2017,"Red wine Barrel Respectful agriculture. Winery: Domaine Charvin. AOC Châteauneuf-du-pape. (Rhone) Variety: Syrah, Cariñena, Garnacha Tinta and Mourvèdre."
3515,Domaine Saint-Cyr Chénas les Blemonts 2014,Red wine Barrel Organic Natural. Winery: Domaine Saint-Cyr. AOC Chénas. (Burgundy) Variety: Gamay
3516,Domaine Saint-Cyr Moulin à Vent la Bruyere 2015,Red wine Natural Organic. Winery: Domaine Saint-Cyr. AOC Moulin-à-Vent. (Burgundy) Variety: Gamay
3517,La Garagista Harlots & Ruffians 2017,Orange wine Skin Contact Natural Organic. Winery: La Garagista. Vermont. (Vermont) Variety: La Crescent and Frontenac Gris.
3518,La Garagista Damejeanne 2018,Red wine Natural Organic. Winery: La Garagista. Vermont. (Vermont) Variety: Marquette
3519,Sokol Blosser Willamette Pinot Gris 2017,White wine Aged on its lees Respectful agriculture. Winery: Sokol Blosser. Willamette Valley. (Oregon) Variety: Pinot Gris
3520,Ambyth Priscus Grenache Blanc 2013,Orange wine Skin Contact Natural Biodinámico Organic. Winery: Ambyth State. Paso Robles. (California) Variety: Garnacha Blanca
3521,Milan Nestarec Antika Miky-Mauz 2015,"Orange wine Skin Contact Natural Organic. Winery: Milan Nestarec. Moravia. (Moravia) Variety: Chardonnay, Pinot Gris, Gewürztraminer and Grüner Veltliner."
3522,Astrales 2016,Red wine Barrel. 18 months in French oak barrels. Winery: Los Astrales. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
3523,Bàrbara Forés Abrisa't 2018,Orange wine Skin Contact Respectful agriculture. Winery: Bàrbara Forés. D.O. Terra Alta. (Catalonia) Variety: Garnacha Blanca
3524,Astrales Christina 2016,Red wine Barrel. 18 months in French oak barrels. Winery: Los Astrales. D.O. Ribera del Duero. (Castilla y León)
3525,Les Fumées Blanches Rosé 2018,Rosé wine Young. Winery: François Lurton. IGP Côtes de Gascogne. (France Southwest) Variety: Cabernet Sauvignon
3526,Mullineux Syrah 2017,Red wine Barrel Respectful agriculture. Winery: Mullineux & Leeu. Wine of Origin Swartland. (Coastal Region) Variety: Syrah
3527,Palacio de Bornos Sauvignon Blanc 2019,White wine Young. Winery: Palacio de Bornos. D.O. Rueda. (Castilla y León) Variety: Sauvignon Blanc
3528,Depaula Monastrell 2019,Red wine Barrel. 6 months in foudres. Winery: Ponce. VT Castilla. (Castilla La Mancha) Variety: Monastrell
3529,Comunica 2017,"Red wine Barrel Respectful agriculture. 12 months in an inox tank. Winery: Celler Comunica. D.O. Montsant. (Catalonia) Variety: Syrah, Cariñena and Garnacha Tinta."
3530,Bicicletas y Peces Verdejo 2019,White wine Young. Winery: Family Owned Wineries. D.O. Rueda. (Castilla y León) Variety: Verdejo
3531,Clot de les Soleres Xarel·lo 2017,White wine Young Natural. Winery: Clot de les Soleres. D.O. Penedès. (Catalonia) Variety: Xarel·lo
3532,Clos Lojen 2019,Red wine Barrel Respectful agriculture. 7 months in French oak barrels. Winery: Ponce. D.O. Manchuela. (Castilla La Mancha) Variety: Bobal
3533,Casa Castillo 2018,Red wine Barrel Respectful agriculture. 6 months in French and American oak barrels. Winery: Finca Casa Castillo. D.O. Jumilla. (Murcia) Variety: Monastrell
3534,Guelbenzu Evo 2013,"Red wine Reserva. Winery: Guelbenzu. VT Ribera del Queiles. (Aragón) Variety: Cabernet Sauvignon, Merlot and Tempranillo."
3535,Kloof Street Swartland Rouge 2018,Red wine Barrel Respectful agriculture. Winery: Mullineux & Leeu. Wine of Origin Swartland. (Coastal Region) Variety: Syrah and Other red varieties.
3536,Albet i Noya Curiosa Rosat 2019,"Rosé wine Young Organic. Winery: Albet i Noya. D.O. Penedès. (Catalonia) Variety: Pinot Noir, Merlot and Syrah."
3537,Vol d'Ànima de Raimat Rosé 2019,Rosé wine Young. Winery: Raimat. D.O. Costers del Segre. (Catalonia) Variety: Chardonnay and Pinot Noir.
3538,Faustino V Blanco 2019,White wine Young. Winery: Faustino. D.O.Ca. Rioja. (La Rioja) Variety: Chardonnay and Viura.
3539,Roda Reserva Magnum 2014,"Red wine Reserva. 16 months in French oak barrels. Winery: Roda. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Graciano and Tempranillo."
3540,"Dido ""La Solució Rosa"" 2018","Rosé wine Barrel Organic. 16 months in French oak barrels used. Winery: Venus La Universal. D.O. Montsant. (Catalonia) Variety: Syrah, Cariñena, Garnacha Blanca, Garnacha Tinta, Macabeo and Garnacha Gris."
3541,Viña Zorzal Lecciones de Vuelo 2018,Red wine Barrel. 12 months in French oak barrels. Winery: Proyecto Zorzal. D.O. Navarra. (Navarra) Variety: Garnacha Tinta
3542,Saiñas O Boliño 2018,Red wine Barrel Respectful agriculture. Winery: Saiñas. D.O. Ribeira Sacra. (Galicia) Variety: Mencía and Garnacha Tinta.
3543,Castro das Saiñas 2018,Red wine Barrel Respectful agriculture. Winery: Saiñas. Ribeira Sacra. (Galicia) Variety: Mencía
3544,Mullineux Schist Roundstone Syrah 2017,Red wine Barrel Respectful agriculture. Winery: Mullineux & Leeu. Wine of Origin Swartland. (Coastal Region) Variety: Syrah
3545,Domaine de Villaine Rully Les Saint-Jacques 2018,White wine Barrel Organic. Winery: Domaine de Villaine. AOC Rully. (Burgundy) Variety: Chardonnay
3546,4 Kilos 2018,"Red wine Barrel Organic. 12 months in French, Allier oak barrels. Winery: 4 Kilos. VT Mallorca. (Balearic Islands) Variety: Callet"
3547,Casanova di Neri Rosso di Montalcino 2018,Red wine Barrel. Winery: Casanova di Neri. DOC Rosso di Montalcino. (Tuscany) Variety: Sangiovese
3548,La Vinya d'en Tomàs 2019,Red wine Carbonic maceration Natural Organic. Winery: Amor Per La Terra. Empordà. (Catalonia) Variety: Garnacha Tinta and Moscatel.
3549,Casanova di Neri IrRosso 2016,"Red wine Barrel. 12 months in French, Allier oak barrels. Winery: Casanova di Neri. IGP Toscana. (Tuscany) Variety: Sangiovese"
3550,José Pariente Verdejo (5L) 2019,White wine Young. Winery: José Pariente. D.O. Rueda. (Castilla y León) Variety: Verdejo
3551,José Pariente Sauvignon Blanc (3L) 2019,White wine Young. Winery: José Pariente. D.O. Rueda. (Castilla y León) Variety: Sauvignon Blanc
3552,Viuda Negra Crianza 2017,Red wine Crianza. 14 months in French and American oak barrels. Winery: Bodegas Javier San Pedro Ortega. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
3553,Cuatro Pasos Black 2017,Red wine Barrel. 8 months in French and American oak barrels. Winery: Cuatro Pasos. D.O. Bierzo. (Castilla y León) Variety: Mencía
3554,Domaines Lupier El Terroir 2016,Red wine Reserva. 14 months in French oak barrels. Winery: Domaines Lupier. D.O. Navarra. (Navarra) Variety: Garnacha Tinta
3555,Lo Cometa Rosat 2019,Rosé wine Young. Winery: Abanico. D.O. Terra Alta. (Catalonia) Variety: Garnacha Tinta
3556,Barbuntín 2019,White wine Aged on its lees. 3 months on lees in stainless steel vats. Winery: Quinta de Couselo. D.O. Rías Baixas. (Galicia) Variety: Albariño
3557,Azpilicueta Origen 2015,Red wine Crianza. 18 months in French oak barrels. Winery: Azpilicueta. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
3558,Callejuela Blanco de Hornillos 2018,White wine Young. Winery: Bodegas Callejuela. Sanlúcar de Barrameda. (Andalusia) Variety: Palomino
3559,Conde de Valdemar Blanco 2019,"White wine Young. Winery: Valdemar. D.O.Ca. Rioja. (La Rioja) Variety: Sauvignon Blanc, Verdejo, Viura and Tempranillo Blanco."
3560,Coto de Imaz Reserva Magnum 2015,Red wine Reserva. 17 months in American oak barrels. Winery: El Coto de Rioja. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
3561,Viñas del Vero Pinot Noir Rosado 2019,Rosé wine Young. Winery: Viñas del Vero. D.O. Somontano. (Aragón) Variety: Pinot Noir
3562,Faustino VII Blanco 2019,White wine Young. Winery: Faustino. D.O.Ca. Rioja. (La Rioja) Variety: Viura
3563,Follas Novas 2019,White wine Young. Winery: Paco & Lola. D.O. Rías Baixas. (Galicia) Variety: Albariño
3564,Campo Viejo Ecológico 2019,Red wine Young Organic. Winery: Campo Viejo. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
3565,Castell de Raimat Chardonnay 2019,White wine Young. Winery: Raimat. D.O. Costers del Segre. (Catalonia) Variety: Chardonnay
3566,Mas Collet 2018,"Red wine Barrel. 9 months in French and American oak barrels. Winery: Celler de Capçanes. D.O. Montsant. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Cariñena, Syrah and Merlot."
3567,"Venus ""La Universal"" 2016","Red wine Reserva Organic. 20 months in French oak barrels. Winery: Venus La Universal. D.O. Montsant. (Catalonia) Variety: Syrah, Cariñena and Garnacha Tinta."
3568,Lan D-12 2017,Red wine Barrel. 10 months in French and American oak barrels and 12 months in bottle. Winery: LAN. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
3569,Louis Latour Beaujolais-Villages Chameroy 2018,Red wine Barrel. Winery: Louis Latour. AOC Beaujolais-Villages. (Beaujolais) Variety: Gamay
3570,Marc Brédif Chinon 2018,Red wine Barrel. Winery: Maison Brédif. AOC Chinon. (Loire) Variety: Cabernet Franc
3571,Tourán Garnacha 2016,Red wine Barrel. 22 months in French oak barrels. Winery: Bodegas Morca. D.O. Campo de Borja. (Aragón) Variety: Garnacha Tinta
3572,El Nido Magnum 2017,Red wine Crianza. Winery: El Nido. D.O. Jumilla. (Murcia) Variety: Cabernet Sauvignon and Monastrell.
3573,Domaine du Pélican Arbois Chardonnay 2016,White wine Barrel Respectful agriculture. Winery: Domaine du Pélican. AOC Arbois. (Jura) Variety: Chardonnay
3574,Marqués de Riscal Sauvignon Blanc 2019,White wine Young. Winery: Marqués de Riscal. D.O. Rueda. (Castilla y León) Variety: Sauvignon Blanc
3575,Petit Pittacum 2019,Red wine Young Respectful agriculture. 3 months in oak barrels. Winery: Pittacum. D.O. Bierzo. (Castilla y León) Variety: Mencía
3576,Viñas de Anna Chardonnay 2019,White wine Young. Winery: Codorniu. D.O. Catalunya. (Catalonia) Variety: Chardonnay
3577,Lecco Reserva 2015,Red wine Reserva. 18 months in French and American oak barrels. Winery: Resalte de Peñafiel. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
3578,Henri & Gilles Buisson Meursault Les Climats de Marguerite 2018,White wine Barrel Biodinámico. Winery: Henri & Gilles Buisson. AOC Meursault. (Burgundy) Variety: Chardonnay
3579,Fra Guerau Crianza 2018,"Red wine Crianza. 11 months in French and American oak barrels. Winery: Viñas del Montsant. D.O. Montsant. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Merlot."
3580,Domaine de Villaine Mercurey Les Montots 2018,Red wine Barrel Organic. Winery: Domaine de Villaine. AOC Mercurey. (Burgundy) Variety: Pinot Noir
3581,Enate Gewürztraminer 2019,White wine Young Respectful agriculture. Winery: Enate. D.O. Somontano. (Aragón) Variety: Gewürztraminer
3582,Domaine de Villaine Rully 1º Cru Les Champs Cloux 2017,Red wine Barrel Organic. Winery: Domaine de Villaine. AOC Rully Premier Cru. (Burgundy) Variety: Pinot Noir
3583,Domaine de Villaine Bourgogne Côte Chalonnaise La Fortune 2018,Red wine Barrel Organic. Winery: Domaine de Villaine. AOC Bourgogne. (Burgundy) Variety: Pinot Noir
3584,Domaine de Villaine Bourgogne Côte Chalonnaise La Digoine 2018,Red wine Barrel Organic. Winery: Domaine de Villaine. AOC Côte Chalonnaise. (Burgundy) Variety: Pinot Noir
3585,4 Monos GR10 2017,"Red wine Barrel Respectful agriculture. 10 months in foudres. Winery: 4 Monos Viticultores. D.O. Vinos de Madrid. (Madrid) Variety: Syrah, Cariñena, Garnacha Tinta and Morenillo."
3586,Bicicletas y Peces Sauvignon Blanc 2019,White wine Young. Winery: Family Owned Wineries. D.O. Rueda. (Castilla y León) Variety: Sauvignon Blanc
3587,Els Bassots 2019,White wine In large clay earthenware jars Organic Natural Biodinámico. 15 months in French oak barrels. Winery: Escoda Sanahuja. D.O. Conca de Barberà. (Catalonia) Variety: Chenín Blanc
3588,Allende Nature 2018,Red wine Barrel Natural. 5 months in American oak barrels. Winery: Finca Allende. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
3589,MicroBio Wines La Banda del Argilico 2019,White wine Aged on its lees Natural. Winery: MicroBio Wines. Rueda. (Castilla y León) Variety: Verdejo
3590,Monteabellón 14 Meses 2017,Red wine Barrel. 14 months in French and American oak barrels. Winery: Bodegas y Viñedos Monteabellón. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
3591,Schloss Gobelsburg Grüner Veltliner Lamm 2018,White wine Barrel fermented. Winery: Schloss Gobelsburg. Kamptal. (Lower Austria) Variety: Grüner Veltliner
3592,Ferrer Bobet 2017,"Red wine Crianza. 9 months in French oak barrels. Winery: Ferrer Bobet. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena."
3593,Ferrer Bobet Vinyes Velles 2017,Red wine Crianza Respectful agriculture. 15 months in French oak barrels. Winery: Ferrer Bobet. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.
3594,Prieto Pariente 2016,Red wine Barrel. 11 months in French oak barrels and 9 months in bottle. Winery: Prieto Pariente. VT Castilla-León. (Castilla y León) Variety: Garnacha Tinta and Tempranillo.
3595,Ferrer Bobet Selecció Especial 2016,Red wine Crianza Respectful agriculture. 18 months in French oak barrels. Winery: Ferrer Bobet. D.O.Q. Priorat. (Catalonia) Variety: Cariñena
3596,Ferrer Bobet Magnum 2017,"Red wine Crianza. 9 months in French oak barrels. Winery: Ferrer Bobet. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena."
3597,Niepoort VV Vinhas Velhas Branco 2018,White wine Barrel Respectful agriculture. Winery: Niepoort. DOC Bairrada. (Beiras) Variety: Maria Gomes and Bical.
3598,Borsao Rosado Selección 2019,Rosé wine Young. Winery: Borsao. D.O. Campo de Borja. (Aragón) Variety: Garnacha Tinta
3599,Guelbenzu Vierlas 2017,"Red wine Barrel. 6 months in French and American oak barrels. Winery: Guelbenzu. VT Ribera del Queiles. (Aragón) Variety: Cabernet Sauvignon, Garnacha Tinta, Merlot, Syrah, Tempranillo and Graciano."
3600,Ferrer Bobet Vinyes Velles Magnum 2017,Red wine Crianza Respectful agriculture. 15 months in French oak barrels. Winery: Ferrer Bobet. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.
3601,Artadi Tradición 2019,Red wine Young Organic. 12 months in French oak barrels. Winery: Artadi. La Rioja. (La Rioja) Variety: Tempranillo
3602,Maius Assemblage 2017,Red wine Oak. Winery: Maius Viticultors. D.O.Q. Priorat. (Catalonia) Variety: Cariñena
3603,Suertes del Marqués Medianías 2018,Red wine Barrel Respectful agriculture. 8 months in French oak barrels. Winery: Suertes del Marqués. D.O. Valle de la Orotava. (Canary Islands) Variety: Listan negro
3604,Còsmic Confiança 2018,White wine Young Natural. 2 months in separate containers. Winery: Còsmic Vinyaters. D.O. Empordà. (Catalonia) Variety: Garnacha Roja
3605,Soverribas 2017,White wine Barrel Respectful agriculture. 11 months on lees in the barrel. Winery: Bodegas Nanclares Prieto. D.O. Rías Baixas. (Galicia) Variety: Albariño
3606,Medrano Crianza 2017,Red wine Crianza. 12 months in French and American oak barrels. Winery: Bodegas Medrano Irazu. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
3607,Sextant Bourgogne Chardonnay 2018,White wine Barrel Organic Natural. Winery: Sextant. AOC Bourgogne. (Burgundy) Variety: Chardonnay
3608,Sierra Cantabria Rosado 2019,"Rosé wine Young. Winery: Sierra Cantabria. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Viura and Tempranillo."
3609,Ophiusa 2018,"Red wine Barrel. 6 months in French oak barrels. Winery: Cap de Barbaria. VT Formentera. (Balearic Islands) Variety: Cabernet Sauvignon, Merlot, Monastrell and Fogoneu."
3610,Viña Lanciano Reserva 2015,Red wine Reserva. 24 months in French oak barrels and 36 months in bottle. Winery: LAN. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela and Tempranillo.
